Fecha,Hora,Produccion_Eolica
2019-02-14,13,2.0
2019-02-14,14,2.5
2019-02-14,15,3.5
2019-02-14,16,5.5
2019-02-14,17,7.5
2019-02-14,18,9.0
2019-02-14,19,9.5
2019-02-14,20,9.5
2019-02-14,21,9.5
2019-02-14,22,10.0
2019-02-14,23,10.5
2019-02-14,24,11.0
2019-02-15,1,13.0
2019-02-15,2,14.5
2019-02-15,3,15.5
2019-02-15,4,15.5
2019-02-15,5,15.0
2019-02-15,6,14.0
2019-02-15,7,16.5
2019-02-15,8,17.0
2019-02-15,9,13.5
2019-02-15,10,7.0
2019-02-15,11,3.0
2019-02-15,12,1.5
2019-02-15,13,2.0
2019-02-15,14,2.5
2019-02-15,15,4.0
2019-02-15,16,9.5
2019-02-15,17,21.0
2019-02-15,18,29.0
2019-02-15,19,27.0
2019-02-15,20,19.0
2019-02-15,21,16.5
2019-02-15,22,18.5
2019-02-15,23,18.0
2019-02-15,24,17.5
2019-02-16,1,18.0
2019-02-16,2,18.5
2019-02-16,3,16.0
2019-02-16,4,14.0
2019-02-16,5,15.5
2019-02-16,6,19.5
2019-02-16,7,22.5
2019-02-16,8,23.5
2019-02-16,9,17.0
2019-02-16,10,5.5
2019-02-16,11,1.0
2019-02-16,12,1.5
2019-02-16,13,5.5
2019-02-16,14,7.5
2019-02-16,15,7.0
2019-02-16,16,4.5
2019-02-16,17,2.5
2019-02-16,18,7.0
2019-02-16,19,9.5
2019-02-16,20,11.0
2019-02-16,21,11.5
2019-02-16,22,9.0
2019-02-16,23,6.0
2019-02-16,24,4.0
2019-02-17,1,4.5
2019-02-17,2,7.0
2019-02-17,3,9.0
2019-02-17,4,10.0
2019-02-17,5,10.0
2019-02-17,6,8.0
2019-02-17,7,7.0
2019-02-17,8,6.5
2019-02-17,9,4.0
2019-02-17,10,2.0
2019-02-17,11,0.5
2019-02-17,12,1.5
2019-02-17,13,3.5
2019-02-17,14,5.5
2019-02-17,15,6.0
2019-02-17,16,7.5
2019-02-17,17,5.5
2019-02-17,18,3.5
2019-02-17,19,9.0
2019-02-17,20,16.0
2019-02-17,21,20.0
2019-02-17,22,22.0
2019-02-17,23,21.5
2019-02-17,24,19.5
2019-02-18,1,17.5
2019-02-18,2,17.0
2019-02-18,3,16.5
2019-02-18,4,15.5
2019-02-18,5,15.5
2019-02-18,6,15.5
2019-02-18,7,15.0
2019-02-18,8,14.0
2019-02-18,9,9.0
2019-02-18,10,4.5
2019-02-18,11,1.5
2019-02-18,12,0.5
2019-02-18,13,1.0
2019-02-18,14,1.5
2019-02-18,15,7.5
2019-02-18,16,15.5
2019-02-18,17,22.5
2019-02-18,18,12.5
2019-02-18,19,17.5
2019-02-18,20,22.5
2019-02-18,21,19.0
2019-02-18,22,15.0
2019-02-18,23,12.5
2019-02-18,24,13.5
2019-02-19,1,14.5
2019-02-19,2,15.5
2019-02-19,3,17.0
2019-02-19,4,17.5
2019-02-19,5,19.0
2019-02-19,6,18.5
2019-02-19,7,18.5
2019-02-19,8,17.5
2019-02-19,9,8.0
2019-02-19,10,2.0
2019-02-19,11,1.0
2019-02-19,12,1.5
2019-02-19,13,2.0
2019-02-19,14,3.0
2019-02-19,15,9.5
2019-02-19,16,19.0
2019-02-19,17,31.5
2019-02-19,18,31.5
2019-02-19,19,35.0
2019-02-19,20,37.0
2019-02-19,21,35.0
2019-02-19,22,31.0
2019-02-19,23,24.5
2019-02-19,24,20.5
2019-02-20,1,16.5
2019-02-20,2,15.5
2019-02-20,3,17.5
2019-02-20,4,21.0
2019-02-20,5,26.5
2019-02-20,6,29.0
2019-02-20,7,27.5
2019-02-20,8,22.5
2019-02-20,9,8.5
2019-02-20,10,2.5
2019-02-20,11,0.5
2019-02-20,12,1.0
2019-02-20,13,1.5
2019-02-20,14,2.5
2019-02-20,15,6.5
2019-02-20,16,10.5
2019-02-20,17,10.5
2019-02-20,18,14.5
2019-02-20,19,30.0
2019-02-20,20,39.0
2019-02-20,21,41.0
2019-02-20,22,37.0
2019-02-20,23,30.5
2019-02-20,24,24.5
2019-02-21,1,19.5
2019-02-21,2,19.0
2019-02-21,3,21.5
2019-02-21,4,25.0
2019-02-21,5,30.0
2019-02-21,6,32.0
2019-02-21,7,33.5
2019-02-21,8,31.0
2019-02-21,9,16.5
2019-02-21,10,2.0
2019-02-21,11,1.0
2019-02-21,12,1.0
2019-02-21,13,1.5
2019-02-21,14,3.0
2019-02-21,15,5.0
2019-02-21,16,8.5
2019-02-21,17,19.5
2019-02-21,18,41.0
2019-02-21,19,61.5
2019-02-21,20,72.5
2019-02-21,21,72.0
2019-02-21,22,68.5
2019-02-21,23,66.5
2019-02-21,24,70.0
2019-02-22,1,75.5
2019-02-22,2,79.5
2019-02-22,3,76.0
2019-02-22,4,68.5
2019-02-22,5,79.5
2019-02-22,6,95.0
2019-02-22,7,98.5
2019-02-22,8,89.0
2019-02-22,9,50.5
2019-02-22,10,7.0
2019-02-22,11,2.0
2019-02-22,12,3.0
2019-02-22,13,5.5
2019-02-22,14,24.0
2019-02-22,15,50.5
2019-02-22,16,67.0
2019-02-22,17,73.0
2019-02-22,18,63.5
2019-02-22,19,38.5
2019-02-22,20,23.5
2019-02-22,21,20.5
2019-02-22,22,15.0
2019-02-22,23,10.0
2019-02-22,24,9.5
2019-02-23,1,13.5
2019-02-23,2,28.5
2019-02-23,3,42.0
2019-02-23,4,63.0
2019-02-23,5,109.0
2019-02-23,6,143.0
2019-02-23,7,149.5
2019-02-23,8,135.0
2019-02-23,9,129.0
2019-02-23,10,120.5
2019-02-23,11,94.0
2019-02-23,12,57.0
2019-02-23,13,30.0
2019-02-23,14,20.5
2019-02-23,15,26.5
2019-02-23,16,26.5
2019-02-23,17,24.0
2019-02-23,18,13.0
2019-02-23,19,4.0
2019-02-23,20,5.0
2019-02-23,21,5.0
2019-02-23,22,5.0
2019-02-23,23,3.5
2019-02-23,24,3.0
2019-02-24,1,6.0
2019-02-24,2,11.0
2019-02-24,3,14.5
2019-02-24,4,15.0
2019-02-24,5,15.0
2019-02-24,6,14.5
2019-02-24,7,11.0
2019-02-24,8,8.5
2019-02-24,9,6.0
2019-02-24,10,4.0
2019-02-24,11,2.0
2019-02-24,12,1.0
2019-02-24,13,1.0
2019-02-24,14,0.5
2019-02-24,15,0.5
2019-02-24,16,5.0
2019-02-24,17,13.5
2019-02-24,18,19.0
2019-02-24,19,23.5
2019-02-24,20,21.5
2019-02-24,21,13.5
2019-02-24,22,7.5
2019-02-24,23,5.5
2019-02-24,24,4.5
2019-02-25,1,4.5
2019-02-25,2,6.0
2019-02-25,3,8.0
2019-02-25,4,10.0
2019-02-25,5,12.5
2019-02-25,6,12.0
2019-02-25,7,8.5
2019-02-25,8,8.5
2019-02-25,9,3.5
2019-02-25,10,0.5
2019-02-25,11,0.0
2019-02-25,12,0.0
2019-02-25,13,0.5
2019-02-25,14,1.0
2019-02-25,15,5.5
2019-02-25,16,9.5
2019-02-25,17,5.5
2019-02-25,18,1.0
2019-02-25,19,4.0
2019-02-25,20,19.0
2019-02-25,21,29.5
2019-02-25,22,25.5
2019-02-25,23,17.5
2019-02-25,24,14.0
2019-02-26,1,14.0
2019-02-26,2,14.0
2019-02-26,3,14.5
2019-02-26,4,14.5
2019-02-26,5,19.5
2019-02-26,6,26.0
2019-02-26,7,30.0
2019-02-26,8,31.0
2019-02-26,9,22.0
2019-02-26,10,12.0
2019-02-26,11,10.0
2019-02-26,12,5.5
2019-02-26,13,2.5
2019-02-26,14,9.5
2019-02-26,15,11.5
2019-02-26,16,9.0
2019-02-26,17,16.0
2019-02-26,18,32.0
2019-02-26,19,43.0
2019-02-26,20,45.0
2019-02-26,21,41.5
2019-02-26,22,30.5
2019-02-26,23,18.0
2019-02-26,24,10.0
2019-02-27,1,7.0
2019-02-27,2,6.5
2019-02-27,3,6.5
2019-02-27,4,6.5
2019-02-27,5,10.5
2019-02-27,6,16.5
2019-02-27,7,16.5
2019-02-27,8,12.5
2019-02-27,9,9.5
2019-02-27,10,4.0
2019-02-27,11,3.0
2019-02-27,12,2.0
2019-02-27,13,4.0
2019-02-27,14,8.0
2019-02-27,15,8.0
2019-02-27,16,8.0
2019-02-27,17,7.0
2019-02-27,18,4.0
2019-02-27,19,7.5
2019-02-27,20,10.5
2019-02-27,21,11.5
2019-02-27,22,11.0
2019-02-27,23,10.0
2019-02-27,24,10.0
2019-02-28,1,11.5
2019-02-28,2,13.5
2019-02-28,3,18.0
2019-02-28,4,25.5
2019-02-28,5,38.5
2019-02-28,6,50.0
2019-02-28,7,56.0
2019-02-28,8,50.5
2019-02-28,9,32.5
2019-02-28,10,31.0
2019-02-28,11,36.5
2019-02-28,12,36.0
2019-02-28,13,37.5
2019-02-28,14,43.5
2019-02-28,15,56.0
2019-02-28,16,75.5
2019-02-28,17,107.0
2019-02-28,18,142.5
2019-02-28,19,183.0
2019-02-28,20,207.0
2019-02-28,21,229.5
2019-02-28,22,242.0
2019-02-28,23,233.5
2019-02-28,24,218.0
2019-03-01,1,197.0
2019-03-01,2,167.0
2019-03-01,3,140.0
2019-03-01,4,132.0
2019-03-01,5,135.0
2019-03-01,6,148.5
2019-03-01,7,159.0
2019-03-01,8,140.5
2019-03-01,9,127.0
2019-03-01,10,137.5
2019-03-01,11,154.0
2019-03-01,12,182.0
2019-03-01,13,207.0
2019-03-01,14,215.0
2019-03-01,15,196.0
2019-03-01,16,150.0
2019-03-01,17,148.0
2019-03-01,18,164.5
2019-03-01,19,167.5
2019-03-01,20,167.0
2019-03-01,21,180.0
2019-03-01,22,177.5
2019-03-01,23,154.5
2019-03-01,24,122.0
2019-03-02,1,92.5
2019-03-02,2,87.5
2019-03-02,3,94.5
2019-03-02,4,102.5
2019-03-02,5,110.0
2019-03-02,6,120.5
2019-03-02,7,130.5
2019-03-02,8,105.5
2019-03-02,9,50.5
2019-03-02,10,14.5
2019-03-02,11,7.5
2019-03-02,12,8.5
2019-03-02,13,12.5
2019-03-02,14,18.0
2019-03-02,15,24.5
2019-03-02,16,23.5
2019-03-02,17,12.5
2019-03-02,18,5.5
2019-03-02,19,20.0
2019-03-02,20,50.5
2019-03-02,21,89.5
2019-03-02,22,127.0
2019-03-02,23,124.5
2019-03-02,24,124.5
2019-03-03,1,147.5
2019-03-03,2,164.0
2019-03-03,3,147.5
2019-03-03,4,115.5
2019-03-03,5,91.0
2019-03-03,6,77.0
2019-03-03,7,68.0
2019-03-03,8,48.5
2019-03-03,9,13.5
2019-03-03,10,2.5
2019-03-03,11,2.5
2019-03-03,12,3.0
2019-03-03,13,4.0
2019-03-03,14,10.0
2019-03-03,15,39.0
2019-03-03,16,61.0
2019-03-03,17,71.0
2019-03-03,18,44.0
2019-03-03,19,18.5
2019-03-03,20,12.5
2019-03-03,21,17.0
2019-03-03,22,19.5
2019-03-03,23,18.5
2019-03-03,24,19.0
2019-03-04,1,22.0
2019-03-04,2,21.0
2019-03-04,3,20.0
2019-03-04,4,20.5
2019-03-04,5,20.5
2019-03-04,6,22.5
2019-03-04,7,24.5
2019-03-04,8,19.5
2019-03-04,9,14.5
2019-03-04,10,6.5
2019-03-04,11,18.0
2019-03-04,12,27.0
2019-03-04,13,43.5
2019-03-04,14,87.5
2019-03-04,15,152.0
2019-03-04,16,225.5
2019-03-04,17,266.0
2019-03-04,18,256.5
2019-03-04,19,252.0
2019-03-04,20,224.5
2019-03-04,21,155.5
2019-03-04,22,89.5
2019-03-04,23,61.5
2019-03-04,24,56.5
2019-03-05,1,51.0
2019-03-05,2,53.0
2019-03-05,3,55.5
2019-03-05,4,51.0
2019-03-05,5,50.5
2019-03-05,6,52.5
2019-03-05,7,51.0
2019-03-05,8,44.0
2019-03-05,9,49.5
2019-03-05,10,45.0
2019-03-05,11,29.0
2019-03-05,12,19.0
2019-03-05,13,13.5
2019-03-05,14,8.0
2019-03-05,15,8.5
2019-03-05,16,9.0
2019-03-05,17,8.5
2019-03-05,18,32.0
2019-03-05,19,34.0
2019-03-05,20,28.5
2019-03-05,21,24.0
2019-03-05,22,22.5
2019-03-05,23,21.5
2019-03-05,24,21.5
2019-03-06,1,19.0
2019-03-06,2,17.0
2019-03-06,3,22.0
2019-03-06,4,29.0
2019-03-06,5,33.5
2019-03-06,6,38.0
2019-03-06,7,42.0
2019-03-06,8,38.5
2019-03-06,9,26.5
2019-03-06,10,15.0
2019-03-06,11,10.5
2019-03-06,12,14.5
2019-03-06,13,30.5
2019-03-06,14,56.0
2019-03-06,15,103.5
2019-03-06,16,133.0
2019-03-06,17,117.5
2019-03-06,18,94.0
2019-03-06,19,70.0
2019-03-06,20,44.5
2019-03-06,21,36.0
2019-03-06,22,37.0
2019-03-06,23,39.0
2019-03-06,24,39.0
2019-03-07,1,42.5
2019-03-07,2,43.0
2019-03-07,3,45.0
2019-03-07,4,50.0
2019-03-07,5,39.5
2019-03-07,6,28.5
2019-03-07,7,22.5
2019-03-07,8,18.0
2019-03-07,9,17.0
2019-03-07,10,24.5
2019-03-07,11,35.0
2019-03-07,12,42.0
2019-03-07,13,42.0
2019-03-07,14,35.5
2019-03-07,15,27.0
2019-03-07,16,19.0
2019-03-07,17,15.0
2019-03-07,18,14.5
2019-03-07,19,19.0
2019-03-07,20,26.5
2019-03-07,21,30.5
2019-03-07,22,31.5
2019-03-07,23,27.5
2019-03-07,24,23.0
2019-03-08,1,22.0
2019-03-08,2,24.0
2019-03-08,3,27.5
2019-03-08,4,29.5
2019-03-08,5,32.0
2019-03-08,6,38.0
2019-03-08,7,43.0
2019-03-08,8,33.5
2019-03-08,9,27.0
2019-03-08,10,10.0
2019-03-08,11,2.0
2019-03-08,12,2.0
2019-03-08,13,3.5
2019-03-08,14,4.5
2019-03-08,15,5.5
2019-03-08,16,10.0
2019-03-08,17,21.0
2019-03-08,18,25.0
2019-03-08,19,23.5
2019-03-08,20,27.0
2019-03-08,21,24.5
2019-03-08,22,28.5
2019-03-08,23,32.0
2019-03-08,24,34.0
2019-03-09,1,31.5
2019-03-09,2,37.5
2019-03-09,3,49.5
2019-03-09,4,50.5
2019-03-09,5,51.5
2019-03-09,6,56.5
2019-03-09,7,57.0
2019-03-09,8,41.0
2019-03-09,9,21.0
2019-03-09,10,13.5
2019-03-09,11,12.5
2019-03-09,12,15.0
2019-03-09,13,18.5
2019-03-09,14,20.5
2019-03-09,15,25.5
2019-03-09,16,30.0
2019-03-09,17,41.0
2019-03-09,18,38.0
2019-03-09,19,48.0
2019-03-09,20,53.0
2019-03-09,21,59.0
2019-03-09,22,78.5
2019-03-09,23,90.0
2019-03-09,24,84.0
2019-03-10,1,81.5
2019-03-10,2,83.5
2019-03-10,3,76.0
2019-03-10,4,63.5
2019-03-10,5,56.5
2019-03-10,6,57.0
2019-03-10,7,61.0
2019-03-10,8,59.5
2019-03-10,9,58.5
2019-03-10,10,74.5
2019-03-10,11,91.5
2019-03-10,12,116.5
2019-03-10,13,140.0
2019-03-10,14,158.0
2019-03-10,15,179.5
2019-03-10,16,202.5
2019-03-10,17,229.5
2019-03-10,18,241.0
2019-03-10,19,232.0
2019-03-10,20,227.0
2019-03-10,21,224.5
2019-03-10,22,212.0
2019-03-10,23,184.0
2019-03-10,24,161.5
2019-03-11,1,150.0
2019-03-11,2,153.0
2019-03-11,3,170.5
2019-03-11,4,200.0
2019-03-11,5,236.0
2019-03-11,6,218.0
2019-03-11,7,185.5
2019-03-11,8,190.5
2019-03-11,9,245.5
2019-03-11,10,323.5
2019-03-11,11,380.5
2019-03-11,12,416.5
2019-03-11,13,435.0
2019-03-11,14,441.5
2019-03-11,15,440.5
2019-03-11,16,406.0
2019-03-11,17,339.0
2019-03-11,18,318.0
2019-03-11,19,308.5
2019-03-11,20,265.5
2019-03-11,21,214.5
2019-03-11,22,188.0
2019-03-11,23,162.5
2019-03-11,24,127.0
2019-03-12,1,79.5
2019-03-12,2,42.5
2019-03-12,3,28.5
2019-03-12,4,39.0
2019-03-12,5,56.5
2019-03-12,6,73.0
2019-03-12,7,71.5
2019-03-12,8,32.0
2019-03-12,9,5.5
2019-03-12,10,20.5
2019-03-12,11,16.0
2019-03-12,12,17.0
2019-03-12,13,31.0
2019-03-12,14,60.0
2019-03-12,15,78.0
2019-03-12,16,100.5
2019-03-12,17,116.5
2019-03-12,18,77.5
2019-03-12,19,24.0
2019-03-12,20,11.5
2019-03-12,21,9.5
2019-03-12,22,7.0
2019-03-12,23,7.5
2019-03-12,24,7.0
2019-03-13,1,9.5
2019-03-13,2,6.0
2019-03-13,3,12.5
2019-03-13,4,18.5
2019-03-13,5,18.5
2019-03-13,6,19.0
2019-03-13,7,24.5
2019-03-13,8,38.0
2019-03-13,9,80.5
2019-03-13,10,83.5
2019-03-13,11,74.0
2019-03-13,12,83.5
2019-03-13,13,109.5
2019-03-13,14,152.5
2019-03-13,15,189.0
2019-03-13,16,172.5
2019-03-13,17,141.0
2019-03-13,18,144.5
2019-03-13,19,148.5
2019-03-13,20,142.0
2019-03-13,21,140.0
2019-03-13,22,151.5
2019-03-13,23,155.5
2019-03-13,24,144.5
2019-03-14,1,129.5
2019-03-14,2,110.0
2019-03-14,3,89.5
2019-03-14,4,88.0
2019-03-14,5,91.0
2019-03-14,6,109.5
2019-03-14,7,120.5
2019-03-14,8,103.0
2019-03-14,9,93.0
2019-03-14,10,67.0
2019-03-14,11,58.5
2019-03-14,12,66.5
2019-03-14,13,77.5
2019-03-14,14,96.5
2019-03-14,15,106.5
2019-03-14,16,120.5
2019-03-14,17,145.5
2019-03-14,18,161.5
2019-03-14,19,176.5
2019-03-14,20,183.0
2019-03-14,21,189.0
2019-03-14,22,207.5
2019-03-14,23,240.0
2019-03-14,24,264.0
2019-03-15,1,255.5
2019-03-15,2,237.0
2019-03-15,3,212.5
2019-03-15,4,203.5
2019-03-15,5,184.5
2019-03-15,6,177.5
2019-03-15,7,177.5
2019-03-15,8,158.0
2019-03-15,9,129.5
2019-03-15,10,137.0
2019-03-15,11,158.0
2019-03-15,12,180.0
2019-03-15,13,206.5
2019-03-15,14,233.0
2019-03-15,15,230.5
2019-03-15,16,215.5
2019-03-15,17,239.5
2019-03-15,18,278.5
2019-03-15,19,297.5
2019-03-15,20,300.5
2019-03-15,21,289.0
2019-03-15,22,281.0
2019-03-15,23,250.5
2019-03-15,24,235.0
2019-03-16,1,223.5
2019-03-16,2,206.5
2019-03-16,3,203.5
2019-03-16,4,218.5
2019-03-16,5,241.5
2019-03-16,6,263.0
2019-03-16,7,244.0
2019-03-16,8,158.5
2019-03-16,9,56.0
2019-03-16,10,26.5
2019-03-16,11,23.5
2019-03-16,12,21.5
2019-03-16,13,20.5
2019-03-16,14,22.5
2019-03-16,15,25.0
2019-03-16,16,35.5
2019-03-16,17,47.5
2019-03-16,18,63.5
2019-03-16,19,74.0
2019-03-16,20,77.0
2019-03-16,21,67.0
2019-03-16,22,56.0
2019-03-16,23,46.5
2019-03-16,24,37.0
2019-03-17,1,29.5
2019-03-17,2,24.0
2019-03-17,3,20.5
2019-03-17,4,17.0
2019-03-17,5,13.5
2019-03-17,6,12.0
2019-03-17,7,10.0
2019-03-17,8,8.0
2019-03-17,9,5.5
2019-03-17,10,6.0
2019-03-17,11,23.0
2019-03-17,12,67.0
2019-03-17,13,85.5
2019-03-17,14,90.0
2019-03-17,15,95.0
2019-03-17,16,102.0
2019-03-17,17,102.5
2019-03-17,18,66.5
2019-03-17,19,24.5
2019-03-17,20,25.0
2019-03-17,21,30.5
2019-03-17,22,36.5
2019-03-17,23,56.5
2019-03-17,24,77.0
2019-03-18,1,93.5
2019-03-18,2,146.0
2019-03-18,3,182.5
2019-03-18,4,125.5
2019-03-18,5,80.0
2019-03-18,6,59.5
2019-03-18,7,56.0
2019-03-18,8,67.0
2019-03-18,9,107.5
2019-03-18,10,127.5
2019-03-18,11,137.5
2019-03-18,12,133.5
2019-03-18,13,117.0
2019-03-18,14,99.5
2019-03-18,15,89.5
2019-03-18,16,89.5
2019-03-18,17,88.5
2019-03-18,18,96.0
2019-03-18,19,100.0
2019-03-18,20,99.0
2019-03-18,21,93.0
2019-03-18,22,93.0
2019-03-18,23,72.0
2019-03-18,24,50.5
2019-03-19,1,34.5
2019-03-19,2,21.0
2019-03-19,3,13.5
2019-03-19,4,11.5
2019-03-19,5,12.0
2019-03-19,6,14.0
2019-03-19,7,17.0
2019-03-19,8,12.5
2019-03-19,9,24.0
2019-03-19,10,31.0
2019-03-19,11,32.5
2019-03-19,12,30.5
2019-03-19,13,29.0
2019-03-19,14,29.5
2019-03-19,15,32.5
2019-03-19,16,35.0
2019-03-19,17,41.0
2019-03-19,18,41.0
2019-03-19,19,25.0
2019-03-19,20,11.5
2019-03-19,21,5.0
2019-03-19,22,2.0
2019-03-19,23,5.0
2019-03-19,24,11.5
2019-03-20,1,20.0
2019-03-20,2,22.5
2019-03-20,3,20.0
2019-03-20,4,17.5
2019-03-20,5,23.0
2019-03-20,6,26.5
2019-03-20,7,21.5
2019-03-20,8,11.0
2019-03-20,9,10.0
2019-03-20,10,11.0
2019-03-20,11,7.5
2019-03-20,12,5.5
2019-03-20,13,4.5
2019-03-20,14,4.0
2019-03-20,15,6.5
2019-03-20,16,10.5
2019-03-20,17,15.5
2019-03-20,18,18.0
2019-03-20,19,11.0
2019-03-20,20,7.0
2019-03-20,21,5.0
2019-03-20,22,4.0
2019-03-20,23,6.5
2019-03-20,24,11.5
2019-03-21,1,18.5
2019-03-21,2,26.5
2019-03-21,3,31.0
2019-03-21,4,29.0
2019-03-21,5,28.5
2019-03-21,6,34.0
2019-03-21,7,36.5
2019-03-21,8,22.5
2019-03-21,9,20.5
2019-03-21,10,22.5
2019-03-21,11,23.5
2019-03-21,12,21.5
2019-03-21,13,19.5
2019-03-21,14,17.5
2019-03-21,15,17.5
2019-03-21,16,18.0
2019-03-21,17,15.0
2019-03-21,18,4.0
2019-03-21,19,2.5
2019-03-21,20,10.5
2019-03-21,21,25.5
2019-03-21,22,35.5
2019-03-21,23,35.5
2019-03-21,24,31.5
2019-03-22,1,27.0
2019-03-22,2,23.0
2019-03-22,3,19.5
2019-03-22,4,16.0
2019-03-22,5,17.5
2019-03-22,6,21.0
2019-03-22,7,22.5
2019-03-22,8,11.5
2019-03-22,9,7.0
2019-03-22,10,5.5
2019-03-22,11,3.0
2019-03-22,12,3.0
2019-03-22,13,3.5
2019-03-22,14,5.0
2019-03-22,15,9.5
2019-03-22,16,12.5
2019-03-22,17,15.5
2019-03-22,18,7.0
2019-03-22,19,7.0
2019-03-22,20,15.0
2019-03-22,21,20.0
2019-03-22,22,21.5
2019-03-22,23,17.0
2019-03-22,24,12.5
2019-03-23,1,11.0
2019-03-23,2,11.0
2019-03-23,3,10.5
2019-03-23,4,9.5
2019-03-23,5,10.0
2019-03-23,6,15.0
2019-03-23,7,17.5
2019-03-23,8,8.5
2019-03-23,9,2.5
2019-03-23,10,6.5
2019-03-23,11,4.0
2019-03-23,12,2.5
2019-03-23,13,2.0
2019-03-23,14,6.5
2019-03-23,15,21.5
2019-03-23,16,24.0
2019-03-23,17,27.0
2019-03-23,18,16.0
2019-03-23,19,4.0
2019-03-23,20,3.5
2019-03-23,21,5.5
2019-03-23,22,8.5
2019-03-23,23,12.5
2019-03-23,24,14.0
2019-03-24,1,13.0
2019-03-24,2,13.5
2019-03-24,3,14.5
2019-03-24,4,15.5
2019-03-24,5,18.0
2019-03-24,6,22.5
2019-03-24,7,24.5
2019-03-24,8,9.0
2019-03-24,9,0.5
2019-03-24,10,1.0
2019-03-24,11,1.5
2019-03-24,12,2.5
2019-03-24,13,8.0
2019-03-24,14,17.0
2019-03-24,15,22.0
2019-03-24,16,29.5
2019-03-24,17,47.5
2019-03-24,18,54.5
2019-03-24,19,32.0
2019-03-24,20,28.5
2019-03-24,21,34.5
2019-03-24,22,38.5
2019-03-24,23,43.0
2019-03-24,24,50.5
2019-03-25,1,57.5
2019-03-25,2,65.0
2019-03-25,3,75.5
2019-03-25,4,97.0
2019-03-25,5,126.0
2019-03-25,6,145.0
2019-03-25,7,129.5
2019-03-25,8,67.0
2019-03-25,9,26.0
2019-03-25,10,12.5
2019-03-25,11,9.5
2019-03-25,12,14.0
2019-03-25,13,19.0
2019-03-25,14,31.0
2019-03-25,15,58.5
2019-03-25,16,123.5
2019-03-25,17,219.5
2019-03-25,18,309.5
2019-03-25,19,321.0
2019-03-25,20,299.0
2019-03-25,21,267.5
2019-03-25,22,239.5
2019-03-25,23,225.5
2019-03-25,24,228.5
2019-03-26,1,246.0
2019-03-26,2,255.0
2019-03-26,3,227.0
2019-03-26,4,198.5
2019-03-26,5,157.5
2019-03-26,6,101.5
2019-03-26,7,51.0
2019-03-26,8,71.5
2019-03-26,9,112.5
2019-03-26,10,140.0
2019-03-26,11,156.0
2019-03-26,12,165.5
2019-03-26,13,167.0
2019-03-26,14,155.0
2019-03-26,15,131.0
2019-03-26,16,92.5
2019-03-26,17,46.5
2019-03-26,18,23.5
2019-03-26,19,17.5
2019-03-26,20,21.0
2019-03-26,21,34.0
2019-03-26,22,50.5
2019-03-26,23,52.5
2019-03-26,24,36.5
2019-03-27,1,27.0
2019-03-27,2,27.0
2019-03-27,3,23.0
2019-03-27,4,17.5
2019-03-27,5,16.0
2019-03-27,6,19.5
2019-03-27,7,18.5
2019-03-27,8,13.0
2019-03-27,9,18.5
2019-03-27,10,19.0
2019-03-27,11,16.5
2019-03-27,12,18.5
2019-03-27,13,24.5
2019-03-27,14,34.5
2019-03-27,15,37.0
2019-03-27,16,35.5
2019-03-27,17,33.0
2019-03-27,18,25.5
2019-03-27,19,12.5
2019-03-27,20,4.0
2019-03-27,21,2.0
2019-03-27,22,3.5
2019-03-27,23,4.5
2019-03-27,24,6.0
2019-03-28,1,8.0
2019-03-28,2,9.5
2019-03-28,3,11.5
2019-03-28,4,15.0
2019-03-28,5,21.5
2019-03-28,6,27.5
2019-03-28,7,24.0
2019-03-28,8,18.5
2019-03-28,9,19.0
2019-03-28,10,20.5
2019-03-28,11,15.5
2019-03-28,12,13.5
2019-03-28,13,13.5
2019-03-28,14,15.5
2019-03-28,15,17.5
2019-03-28,16,15.5
2019-03-28,17,15.0
2019-03-28,18,12.0
2019-03-28,19,4.5
2019-03-28,20,3.5
2019-03-28,21,9.0
2019-03-28,22,13.5
2019-03-28,23,15.5
2019-03-28,24,18.5
2019-03-29,1,23.0
2019-03-29,2,28.5
2019-03-29,3,31.0
2019-03-29,4,27.5
2019-03-29,5,22.5
2019-03-29,6,20.5
2019-03-29,7,17.0
2019-03-29,8,6.0
2019-03-29,9,4.5
2019-03-29,10,4.5
2019-03-29,11,4.5
2019-03-29,12,4.0
2019-03-29,13,4.0
2019-03-29,14,4.5
2019-03-29,15,7.0
2019-03-29,16,16.0
2019-03-29,17,22.5
2019-03-29,18,23.5
2019-03-29,19,11.5
2019-03-29,20,5.0
2019-03-29,21,9.0
2019-03-29,22,16.5
2019-03-29,23,23.5
2019-03-29,24,21.5
2019-03-30,1,17.0
2019-03-30,2,13.0
2019-03-30,3,9.0
2019-03-30,4,7.5
2019-03-30,5,11.5
2019-03-30,6,19.0
2019-03-30,7,25.0
2019-03-30,8,6.5
2019-03-30,9,0.5
2019-03-30,10,0.5
2019-03-30,11,0.5
2019-03-30,12,0.5
2019-03-30,13,1.0
2019-03-30,14,5.5
2019-03-30,15,18.5
2019-03-30,16,25.5
2019-03-30,17,34.0
2019-03-30,18,35.5
2019-03-30,19,22.5
2019-03-30,20,7.0
2019-03-30,21,13.5
2019-03-30,22,22.5
2019-03-30,23,22.5
2019-03-30,24,19.5
2019-03-31,1,15.5
2019-03-31,2,12.0
2019-03-31,3,10.0
2019-03-31,4,11.0
2019-03-31,5,15.5
2019-03-31,6,19.5
2019-03-31,7,18.5
